< a a a a a a a a a a a a a a a a a a a a d >
[ Age    Foreign    Job    Status    History    Housing    Employ_Time    Depends    Balance    Aim    Amount    Duration    Savings    Rate    Guarantee    Residence_Time    Properties    Debits    Accounts    Phone    Granted ]
   52   Yes   Skilled            Male_Single      Critical     Own    7more        1   None       A46           936     9    500to1000   4   None           2   Mobile    None     2   Yes   Yes
   27   Yes   Unskilled          Male_Married     Paied        Own    1to4         1   Negative   New_Car       1168    12   100Less     4   None           3   House     None     1   No    Yes
   26   Yes   Skilled            Male_Single      Delays       Own    4to7         1   None       Business      5117    27   100Less     3   None           4   Mobile    None     2   No    Yes
   21   Yes   Skilled            Male_Married     Paied        Rent   4to7         1   Negative   Education     902     12   100Less     4   None           4   Finance   None     1   No    No
   38   Yes   Unskilled          Male_Single      Critical     Own    7more        2   None       New_Car       1495    12   100Less     4   None           1   House     None     2   No    Yes
   38   Yes   Highly_Qualified   Male_Single      Critical     Free   7more        2   Negative   Used_Car      10623   30   100Less     3   None           4   None      None     3   Yes   Yes
   43   Yes   Skilled            Male_Single      Critical     Own    7more        1   None       Furniture     1935    12   100Less     4   None           4   House     None     3   Yes   Yes
   26   Yes   Skilled            Male_Single      Critical     Own    4to7         1   0to200     Electronics   1424    12   100Less     4   None           3   Finance   None     1   No    Yes
   21   Yes   Unskilled          Male_Married     Paied        Own    1to4         1   Negative   Business      6568    24   100Less     2   None           2   Mobile    Stores   1   No    Yes
   55   No    Skilled            Male_Single      Paied        Own    4to7         1   None       Used_Car      1413    12   1000More    3   None           2   Finance   None     1   No    Yes
   33   Yes   Skilled            Male_Single      Critical     Own    1to4         2   None       TV            3074    9    None        1   None           2   House     None     2   No    Yes
   45   Yes   Unskilled          Female_Married   Paied        Own    7more        1   None       TV            3835    36   None        2   None           4   House     None     1   Yes   Yes
   50   Yes   Skilled            Male_Single      No_Credits   Own    Unemployed   1   Negative   Business      5293    27   100Less     2   None           4   Finance   Stores   2   Yes   No
   66   Yes   Highly_Qualified   Male_Single      Delays       Own    7more        1   200More    Business      1908    30   100Less     4   None           4   House     None     1   Yes   No
   51   Yes   Skilled            Male_Single      Critical     Own    7more        1   None       TV            3342    36   None        4   None           2   Mobile    None     1   Yes   Yes
   39   Yes   Unskilled          Female_Married   Critical     Own    4to7         1   0to200     Education     932     6    None        1   None           3   Finance   None     2   No    Yes
   31   Yes   Skilled            Male_Single      No_Credits   Own    4to7         1   Negative   Business      3104    18   100Less     3   None           1   Finance   Bank     1   Yes   Yes
   23   Yes   Skilled            Male_Single      Paied        Own    1to4         1   200More    TV            3913    36   100Less     2   None           2   House     None     1   Yes   Yes
   24   Yes   Unskilled          Male_Divorced    Paied        Rent   1to4         1   Negative   Furniture     3021    24   100Less     2   None           2   House     None     1   No    Yes
   64   Yes   Skilled            Female_Married   Paied        Own    1to4         1   None       New_Car       1364    10   100Less     2   None           4   Mobile    None     1   Yes   Yes
   26   Yes   Unskilled          Male_Married     Paied        Own    1Less        1   0to200     TV            625     12   100Less     4   Guarantor      1   House     Bank     1   No    Yes
   23   Yes   Skilled            Female_Married   Paied        Rent   1to4         1   Negative   A46           1200    12   None        4   None           4   Finance   Bank     1   Yes   Yes
   30   Yes   Skilled            Male_Single      Paied        Own    1to4         1   None       TV            707     12   100Less     4   None           2   House     Bank     2   No    Yes
   32   Yes   Skilled            Male_Single      Delays       Own    1to4         2   None       Business      2978    24   None        4   None           4   House     None     2   Yes   Yes
   30   Yes   Skilled            Male_Single      Paied        Own    1to4         1   None       Used_Car      4657    15   100Less     3   None           2   Mobile    None     1   Yes   Yes
   27   Yes   Skilled            Male_Single      No_Credits   Own    1to4         1   None       Repairs       2613    36   100Less     4   None           2   Mobile    None     2   No    Yes
   27   Yes   Skilled            Male_Single      Paied        Own    4to7         1   0to200     TV            10961   48   1000More    1   Co_Applicant   2   None      Bank     2   Yes   No
   53   Yes   Highly_Qualified   Male_Single      Paied        Free   7more        1   Negative   Furniture     7865    12   100Less     4   None           4   None      None     1   Yes   No
   22   Yes   Skilled            Male_Single      Paied        Own    4to7         1   None       TV            1478    9    100Less     4   None           2   Mobile    None     1   No    No
   22   Yes   Skilled            Male_Single      Paied        Free   1Less        1   Negative   Furniture     3149    24   100Less     4   None           1   None      Bank     1   No    Yes
   26   Yes   Skilled            Male_Single      Paied        Own    1to4         1   200More    TV            4210    36   100Less     4   None           2   Mobile    None     1   No    No
   51   Yes   Unskilled          Male_Single      Paied        Free   7more        1   None       New_Car       2507    9    500to1000   2   None           4   None      None     1   No    Yes
   35   Yes   Skilled            Male_Single      Paied        Own    4to7         1   None       TV            2141    12   100to500    3   None           1   None      None     1   No    Yes
